Name player;Rating player;Data;Tournament;Time match;Status;col_man;origin;enemy;rating;result_match;Time1;Time2;Time3;Link
Сидоренко Владимир Владимирович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/70524
Сидоренко Владимир Владимирович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);15:00;отк ArtTT-Первом;39;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;09.05.2022;отк ArtTT-Первом;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;11:00;отк Butterfly;15;;;;;;;;https://rttf.ru/players/9668
Скачков Кирилл Сергеевич;настольный теннис - это мы!;15.10.2020;отк Butterfly;18:00;1500+ Лига ПРО;5;18:35;;;;;;;https://rttf.ru/players/25946
Скачков Кирилл Сергеевич;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;18:00;1500+ Лига ПРО;5;18:35;;;;;;;https://rttf.ru/players/25946
Каракашевич Александр;настольный теннис - это мы!;30.07.2017;1500+ Лига ПРО;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/49562
Каракашевич Александр;настольный теннис - это мы!;29.07.2017;1500+ Лига ПРО;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/49562
Овчаров Дмитрий Михайлович;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/49562
Овчаров Дмитрий Михайлович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/49562
Овчаров Дмитрий Михайлович;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/48983
Овчаров Дмитрий Михайлович;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/48983
Овчаров Дмитрий Михайлович;настольный теннис - это мы!;24.10.2020;24.10.2020 отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/48983
Фрейташ Маркуш;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/48983
Фрейташ Маркуш;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/75175
Фрейташ Маркуш;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/75175
Фрейташ Маркуш;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/75175
Фрейташ Маркуш;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/75175
Питчфорд Лиам;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);10:00;отк Newton arena;32;;;;;;;;https://rttf.ru/players/29501
Питчфорд Лиам;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/29501
Питчфорд Лиам;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/29501
Питчфорд Лиам;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/88552
Питчфорд Лиам;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/88552
Фадеев Евгений;настольный теннис - это мы!;14.08.2011;14.08.2011 отк Лужники;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/25945
Буров Вячеслав Борисович;настольный теннис - это мы!;23.02.2022;отк Newton arena;10:00;отк ТОП-12 муж;12;;;;;;;;https://rttf.ru/players/25945
Буров Вячеслав Борисович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;18:00;1600+ Лига ПРО;5;18:30;;;;;;;https://rttf.ru/players/25945
Буров Вячеслав Борисович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;18:00;1600+ Лига ПРО;5;18:01;;;;;;;https://rttf.ru/players/25945
Буров Вячеслав Борисович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;18:00;1500+ Лига ПРО;5;18:03;;;;;;;https://rttf.ru/players/25945
Кальдерано Уго;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);18:00;1500+ Лига ПРО;5;19:10;;;;;;;https://rttf.ru/players/25945
Кальдерано Уго;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;17.12.2020;отк ТОП-12 муж;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;29.12.2018;1600+ Лига ПРО;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;28.12.2018;1600+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;30.07.2017;1500+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/48845
Власов Григорий Сергеевич;настольный теннис - это мы!;29.07.2017;1500+ Лига ПРО;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);47;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);45;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);29;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);43;;;;;;;;https://rttf.ru/players/44012
Грот Джонатан;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);08:00;отк КЧР Прем (м);42;;;;;;;;https://rttf.ru/players/44012
Гачина Андрей;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);45;;;;;;;;https://rttf.ru/players/44012
Гачина Андрей;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);15:30;отк ФилиТТ;43;16:02;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;15.03.2020;отк КЧР Прем (м);15:00;отк ФилиТТ;34;15:16;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;22.12.2019;отк КЧР Прем (м);16:00;отк V2 TTC;13;16:04;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;22.10.2019;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;26.05.2019;отк КЧР Прем (м);14:30;отк V2 TTC;22;14:38;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;17.03.2019;отк КЧР Прем (м);13:00;отк V2 TTC;22;13:04;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;21.02.2019;отк КЧР Прем (м);16:00;отк ФилиТТ;37;16:31;;;;;;;https://rttf.ru/players/22833
Гачина Андрей;настольный теннис - это мы!;23.12.2018;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/22833
Самсонов Владимир Викторович;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);09:30;750 ФилиТТ;4;10:50;;;;;;;https://rttf.ru/players/22833
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;14.01.2023;отк ФилиТТ;15:30;отк ФилиТТ;67;16:01;;;;;;;https://rttf.ru/players/22833
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;07.01.2023;отк ФилиТТ;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;25.12.2022;отк V2 TTC;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;03.12.2022;отк V2 TTC;12:00;отк Академия;14;12:30;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;26.11.2022;отк V2 TTC;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;12.11.2022;отк ФилиТТ;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;17.10.2022;750 ФилиТТ;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/74463
Ливенцов Алексей Вячеславович;настольный теннис - это мы!;01.10.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/74463
Шибаев Александр Игоревич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/74463
Шибаев Александр Игоревич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;09.04.2022;отк Академия;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/75176
Шибаев Александр Игоревич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/75176
Максимов Максим;настольный теннис - это мы!;14.04.2012;14.04.2012 отк Лужники;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);18:00;1600+ Лига ПРО;5;17:59;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);18:00;1600+ Лига ПРО;5;18:45;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);15:00;отк М. Бунина;82;;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);18:00;1600+ Лига ПРО;5;19:00;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);18:00;1600+ Лига ПРО;5;18:01;;;;;;;https://rttf.ru/players/2363
Пуцар Томислав;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/21815
Пуцар Томислав;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;30.12.2019;1600+ Лига ПРО;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;29.12.2019;1600+ Лига ПРО;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;19.05.2019;отк М. Бунина;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/21815
Лакеев Василий Алексеевич;настольный теннис - это мы!;29.12.2018;1600+ Лига ПРО;10:00;1300+ Лига ПРО;5;11:04;;;;;;;https://rttf.ru/players/25935
Лакеев Василий Алексеевич;настольный теннис - это мы!;28.12.2018;1600+ Лига ПРО;10:00;1300-1500 Лига ПРО;5;10:00;;;;;;;https://rttf.ru/players/25935
Лакеев Василий Алексеевич;настольный теннис - это мы!;17.05.2013;17.05.2013 отк Butterfly;10:00;1300+ Лига ПРО;5;10:01;;;;;;;https://rttf.ru/players/25935
Пайков Михаил Борисович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/25921
Пайков Михаил Борисович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/25921
Пайков Михаил Борисович;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/25921
Пайков Михаил Борисович;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/25921
Пайков Михаил Борисович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/25921
Пайков Михаил Борисович;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/70525
Пайков Михаил Борисович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/70525
Пайков Михаил Борисович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;10:00;отк ТОП-12 муж;12;;;;;;;;https://rttf.ru/players/70525
Пайков Михаил Борисович;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/25955
Пайков Михаил Борисович;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/25955
Маринкович Никола;настольный теннис - это мы!;24.05.2017;1300+ Лига ПРО;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/3550
Маринкович Никола;настольный теннис - это мы!;23.05.2017;1300-1500 Лига ПРО;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/3550
Маринкович Никола;настольный теннис - это мы!;22.05.2017;1300+ Лига ПРО;17:30;350+ New Holland;42;17:55;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);15:30;отк ФилиТТ;43;16:13;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);15:00;отк ФилиТТ;29;15:38;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;42;16:00;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;18:00;300+ New Holland;28;18:23;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;15:30;отк ФилиТТ;41;15:51;;;;;;;https://rttf.ru/players/89029
Исмаилов Саъди Фарходович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;09:30;750 ФилиТТ;4;10:50;;;;;;;https://rttf.ru/players/89029
Гребнев Максим Алексеевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;15:30;отк ФилиТТ;51;16:09;;;;;;;https://rttf.ru/players/89029
Гребнев Максим Алексеевич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;15:30;отк ФилиТТ;44;16:31;;;;;;;https://rttf.ru/players/89029
Гребнев Максим Алексеевич;настольный теннис - это мы!;17.12.2020;отк ТОП-12 муж;15:30;отк ФилиТТ;67;15:58;;;;;;;https://rttf.ru/players/89029
Гребнев Максим Алексеевич;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/25922
Гадиев Вильдан Рашитович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;18:00;1600+ Лига ПРО;5;;;;;;;;https://rttf.ru/players/25922
Гадиев Вильдан Рашитович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;18:00;1600+ Лига ПРО;5;;;;;;;;https://rttf.ru/players/25922
Гадиев Вильдан Рашитович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;10:00;1600+ Лига ПРО;5;10:28;;;;;;;https://rttf.ru/players/25922
Кацман Лев Вадимович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;10:00;1600+ Лига ПРО;5;10:00;;;;;;;https://rttf.ru/players/25922
Кацман Лев Вадимович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/70526
Кацман Лев Вадимович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;18.02.2023;350+ New Holland;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;14.01.2023;отк ФилиТТ;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;31.12.2022;отк ФилиТТ;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;24.12.2022;отк ФилиТТ;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;17.12.2022;300+ New Holland;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;10.12.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;17.10.2022;750 ФилиТТ;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;15.10.2022;отк ФилиТТ;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/70526
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;08.10.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70530
Кривошеев Вячеслав Александрович;настольный теннис - это мы!;01.10.2022;отк ФилиТТ;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70530
Кузьмин Фёдор Сергеевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/70530
Кузьмин Фёдор Сергеевич;настольный теннис - это мы!;26.06.2018;1600+ Лига ПРО;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70530
Кузьмин Фёдор Сергеевич;настольный теннис - это мы!;25.06.2018;1600+ Лига ПРО;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70530
Кузьмин Фёдор Сергеевич;настольный теннис - это мы!;02.04.2017;1600+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70530
Кузьмин Фёдор Сергеевич;настольный теннис - это мы!;01.04.2017;1600+ Лига ПРО;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/70530
Герасименко Кирилл Геннадьевич;настольный теннис - это мы!;06.09.2015;06.09.2015 отк Холмы;11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/70530
Ивонин Денис Валерьевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70530
Ивонин Денис Валерьевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/25941
Ивонин Денис Валерьевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/25941
Ивонин Денис Валерьевич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/25941
Ивонин Денис Валерьевич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/25941
Ивонин Денис Валерьевич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/25941
Ивонин Денис Валерьевич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/2532
Ивонин Денис Валерьевич;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/2532
Ивонин Денис Валерьевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/2532
Ивонин Денис Валерьевич;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/2532
Артеменко Никита;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/13967
Артеменко Никита;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/13967
Артеменко Никита;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);09:30;750 ФилиТТ;4;;;;;;;;https://rttf.ru/players/13967
Артеменко Никита;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);15:30;отк ФилиТТ;49;15:50;;;;;;;https://rttf.ru/players/13967
Гусев Арсений Эдуардович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/13967
Гусев Арсений Эдуардович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк Dubna open;55;;;;;;;;https://rttf.ru/players/13967
Гусев Арсений Эдуардович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/13967
Гусев Арсений Эдуардович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;15:30;отк ФилиТТ;52;15:53;;;;;;;https://rttf.ru/players/13967
